customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
8967-SZQAS,No,Female,No,No,No,14,Month-to-month,No,Electronic check,50.45,765.45,Yes,No,DSL,No,Yes,No,No,No,No
8969-PRHFK,No,Male,No,No,No,18,One year,No,Mailed check,19.65,411.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8970-ANWXO,No,Female,No,No,No,23,One year,Yes,Mailed check,73.75,1756.6,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
8972-HJWNV,Yes,Female,Sí,Yes,No,7,Month-to-month,Yes,Electronic check,84.55,646.85,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
8974-OVACP,No,Female,No,No,No,1,Month-to-month,No,Mailed check,20.15,20.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8975-SKGRX,No,Male,No,Yes,No,71,Two year,Yes,Bank transfer (automatic),116.1,8310.55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8976-OQHGT,Yes,Female,No,Yes,Yes,4,Month-to-month,No,Mailed check,56.5,235.1,Yes,No,DSL,No,Yes,No,Yes,No,No
8979-CAMGB,No,Male,Sí,No,No,64,One year,No,Electronic check,102.1,6688.1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
8980-WQFWL,No,Female,No,No,No,35,Month-to-month,Yes,Electronic check,62.1,2096.1,Yes,No,DSL,No,No,Yes,No,No,Yes
8981-FJGLA,No,Male,No,No,Yes,11,Month-to-month,Yes,Mailed check,78.0,851.8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
8982-NHAVY,No,Male,No,No,No,27,One year,Yes,Bank transfer (automatic),100.5,2673.45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8984-EYLLL,No,Male,No,Yes,No,64,Two year,Yes,Electronic check,105.25,6823.4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
8984-HPEMB,No,Female,No,No,No,71,Two year,Yes,Electronic check,118.65,8477.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8985-OOPOS,No,Female,No,No,No,1,One year,No,Credit card (automatic),74.1,74.1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
8988-ECPJR,Yes,Female,Sí,Yes,Yes,34,Month-to-month,Yes,Mailed check,79.6,2718.3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
8990-YOZLV,No,Female,No,No,No,69,Two year,Yes,Mailed check,66.9,4577.9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
8990-ZXLSU,No,Female,No,No,No,9,Month-to-month,No,Electronic check,69.05,651.5,Yes,No,Fiber optic,No,No,No,No,No,No
8992-CEUEN,No,Female,No,No,No,1,Month-to-month,No,Electronic check,18.85,18.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8992-JQYUN,Yes,Male,No,Yes,No,1,Month-to-month,Yes,Electronic check,50.35,50.35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
8992-OBVDG,No,Male,No,No,No,21,Month-to-month,No,Mailed check,61.65,1393.6,Yes,No,DSL,No,No,Yes,No,No,Yes
8992-VONJD,No,Female,No,No,Yes,13,Month-to-month,Yes,Electronic check,56.0,764.55,Yes,No,DSL,Yes,Yes,No,No,No,No
8993-IZEUX,No,Male,No,No,No,7,Month-to-month,No,Bank transfer (automatic),69.15,488.65,Yes,No,Fiber optic,No,No,No,No,No,No
8993-PHFWD,Yes,Female,No,No,No,3,Month-to-month,No,Electronic check,25.25,58.9,No,No phone service,DSL,No,No,No,No,No,No
8996-ZROXE,No,Male,Sí,No,No,57,One year,Yes,Electronic check,53.5,3035.8,Yes,No,DSL,No,No,Yes,Yes,No,No
8999-BOHSE,Yes,Female,Sí,No,No,11,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
8999-EXMNO,No,Female,No,Yes,Yes,19,Two year,No,Mailed check,20.15,387.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8999-XXGNS,No,Female,Sí,Yes,No,72,One year,Yes,Credit card (automatic),105.75,7629.85,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8999-YPYBV,No,Male,No,Yes,Yes,45,Two year,Yes,Mailed check,84.35,3858.05,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9000-PLFUZ,No,Female,Sí,Yes,No,60,Two year,Yes,Credit card (automatic),49.45,2907.55,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
9003-CPATH,No,Male,No,No,No,42,Month-to-month,No,Electronic check,79.9,3313.4,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
9013-AQORL,No,Female,No,No,Yes,48,Month-to-month,No,Credit card (automatic),45.55,2108.35,No,No phone service,DSL,No,Yes,Yes,No,No,Yes
9018-PCIOK,No,Female,No,No,No,55,Two year,Yes,Mailed check,64.75,3617.1,Yes,No,DSL,No,Yes,Yes,No,No,Yes
9019-QVLZD,Yes,Female,No,No,No,1,Month-to-month,No,Electronic check,79.55,79.55,Yes,No,Fiber optic,No,No,No,No,Yes,No
9025-AOMKI,Yes,Female,No,No,No,6,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
9025-ZRPVR,Yes,Male,No,No,No,9,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9026-LHEVG,No,Female,No,No,No,9,Month-to-month,No,Electronic check,40.75,359.4,No,No phone service,DSL,No,Yes,No,No,No,Yes
9026-RNUJS,Yes,Male,Sí,No,No,5,Month-to-month,No,Electronic check,50.35,237.25,Yes,No,DSL,No,No,Yes,No,No,No
9027-TMATR,No,Female,No,Yes,No,43,Two year,Yes,Electronic check,78.8,3460.3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
9027-YFHQJ,No,Male,No,No,No,7,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9028-LIHRP,No,Male,No,Yes,Yes,71,Two year,No,Credit card (automatic),100.2,7209.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
9029-FEGVJ,No,Female,Sí,Yes,No,32,Month-to-month,No,Mailed check,79.3,2570.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
9030-QGZNL,No,Female,No,No,No,8,Two year,No,Mailed check,20.85,161.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9031-ZVQPT,No,Male,No,Yes,No,72,Two year,Yes,Electronic check,108.2,7840.6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9033-EOXWV,Yes,Female,No,No,No,12,One year,No,Mailed check,74.05,872.65,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
9036-CSKBW,No,Female,No,No,No,51,One year,No,Bank transfer (automatic),107.45,5680.9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9039-RBEEE,Yes,Male,No,No,No,39,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
9039-ZVJDC,No,Male,No,No,No,3,Month-to-month,Yes,Mailed check,19.1,53.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9040-KZVWO,No,Male,No,No,No,26,One year,No,Bank transfer (automatic),75.5,2018.1,Yes,No,Fiber optic,No,Yes,No,No,No,No
9046-DQMTP,No,Male,No,No,No,35,Month-to-month,No,Bank transfer (automatic),20.75,739.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9046-JBFWA,No,Male,No,No,Yes,27,Month-to-month,No,Mailed check,19.15,537.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9048-JVYVF,Yes,Male,No,No,No,3,Month-to-month,Yes,Electronic check,69.35,191.35,Yes,No,DSL,No,No,No,Yes,Yes,Yes
9050-IKDZA,No,Female,Sí,No,No,2,Month-to-month,No,Mailed check,81.5,162.55,Yes,No,Fiber optic,No,No,No,No,Yes,No
9050-QLROH,Yes,Male,No,No,No,18,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
9052-DHNKM,No,Male,No,No,No,26,One year,No,Electronic check,61.55,1581.95,Yes,Yes,DSL,Yes,Yes,No,No,No,No
9052-VKDUW,No,Female,Sí,Yes,No,65,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9053-EJUNL,No,Male,No,No,No,41,Month-to-month,Yes,Electronic check,89.2,3645.75,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
9053-JZFKV,Yes,Male,No,No,No,67,Two year,No,Credit card (automatic),116.2,7752.3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9054-FOWNV,No,Male,No,Yes,Yes,22,Month-to-month,Yes,Electronic check,88.75,1885.15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
9055-MOJJJ,No,Female,No,Yes,Yes,64,One year,No,Mailed check,65.8,4068.0,Yes,No,DSL,Yes,No,No,Yes,Yes,No
9057-MSWCO,Yes,Male,Sí,Yes,No,27,Month-to-month,No,Credit card (automatic),30.75,805.1,No,No phone service,DSL,Yes,No,No,No,No,No
9057-SIHCH,Yes,Female,No,No,No,3,Month-to-month,Yes,Electronic check,96.6,291.9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
9058-CBREO,Yes,Female,Sí,No,No,1,Month-to-month,No,Mailed check,50.55,50.55,Yes,Yes,DSL,No,No,No,No,No,No
9058-HRZSV,No,Female,Sí,Yes,No,65,Month-to-month,No,Electronic check,94.4,6126.15,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
9058-MJLZC,No,Female,No,No,No,24,Month-to-month,Yes,Electronic check,94.6,2283.15,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
9060-HJJRW,No,Female,No,No,No,51,One year,Yes,Credit card (automatic),56.4,2928.5,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
9061-TIHDA,Yes,Male,Sí,Yes,No,13,Month-to-month,Yes,Electronic check,95.25,1233.65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
9063-ZGTUY,Yes,Female,No,Yes,Yes,61,Month-to-month,Yes,Mailed check,19.4,1182.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9065-ZCPQX,No,Male,No,Yes,No,72,Two year,No,Bank transfer (automatic),78.85,5763.15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9066-QRSDU,No,Female,No,Yes,No,69,One year,Yes,Electronic check,26.3,1763.55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9067-SQTNS,No,Male,No,Yes,Yes,44,One year,No,Bank transfer (automatic),20.6,926.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9067-YGSCA,No,Female,No,No,No,70,One year,No,Credit card (automatic),26.05,1856.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9068-FHQHD,No,Female,No,Yes,Yes,40,Two year,No,Bank transfer (automatic),20.15,777.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9068-VPWQQ,No,Male,No,Yes,No,61,Two year,No,Credit card (automatic),75.35,4729.3,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
9069-LGEUL,No,Male,No,Yes,No,23,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,Yes,No,DSL,Yes,No,No,No,No,Yes
9070-BCKQP,No,Female,No,Yes,No,72,Two year,Yes,Credit card (automatic),110.15,7881.2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9073-ZZIAY,No,Male,No,Yes,Yes,62,Two year,No,Electronic check,86.1,5215.25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9074-KGVOX,No,Male,No,Yes,Yes,50,Month-to-month,Yes,Credit card (automatic),39.45,2021.35,No,No phone service,DSL,Yes,No,No,No,Yes,No
9076-AXYIK,No,Male,Sí,Yes,No,64,Two year,No,Electronic check,102.1,6538.45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9079-LWTFD,No,Male,No,No,No,47,Month-to-month,No,Mailed check,100.75,4669.2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
9079-YEXQJ,Yes,Female,No,No,No,54,Month-to-month,No,Electronic check,111.1,6014.85,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9081-WWXKP,No,Female,No,Yes,Yes,47,Two year,No,Credit card (automatic),20.25,873.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9084-OAYKL,No,Male,No,No,No,58,Two year,No,Mailed check,20.8,1212.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9086-YJYXS,No,Male,No,Yes,Yes,34,One year,No,Bank transfer (automatic),77.2,2753.8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
9087-EYCPR,No,Female,No,No,No,60,Two year,No,Mailed check,25.0,1505.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9089-UOWJG,No,Female,No,Yes,Yes,12,Month-to-month,Yes,Credit card (automatic),58.35,740.55,Yes,No,DSL,No,No,Yes,No,Yes,No
9090-SGQXL,Yes,Male,Sí,Yes,No,68,Month-to-month,Yes,Electronic check,105.3,7299.65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9091-WTUUY,No,Male,No,Yes,Yes,64,Two year,No,Mailed check,69.25,4447.75,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
9092-GDZKO,No,Male,No,No,No,22,Month-to-month,Yes,Credit card (automatic),24.85,493.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9093-FPDLG,No,Female,No,No,No,11,Month-to-month,Yes,Electronic check,94.2,999.9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes
9094-AZPHK,No,Female,No,No,No,15,Month-to-month,Yes,Electronic check,100.15,1415.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
9095-HFAFX,Yes,Female,No,No,No,5,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Yes,No,Fiber optic,No,No,No,No,Yes,No
9097-ZUBYC,No,Male,No,Yes,No,14,Month-to-month,No,Bank transfer (automatic),48.8,664.4,Yes,No,DSL,No,No,No,Yes,No,No
9099-FTUHS,No,Female,No,No,No,23,Month-to-month,No,Electronic check,54.4,1249.25,Yes,Yes,DSL,Yes,No,No,No,No,No
9101-BWFSS,Yes,Female,No,Yes,No,50,One year,No,Electronic check,108.55,5610.7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
9101-NTIXF,No,Male,No,No,No,2,Month-to-month,No,Mailed check,19.4,50.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9102-IAYHT,Yes,Female,No,Yes,Yes,17,Month-to-month,Yes,Electronic check,85.45,1451.6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
9102-OXKFY,No,Male,No,No,No,59,Two year,No,Credit card (automatic),54.15,3116.15,Yes,Yes,DSL,No,No,Yes,No,No,No
9103-CXVOK,No,Male,No,Yes,Yes,1,Month-to-month,No,Electronic check,19.75,19.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9103-TCIHJ,Yes,Female,No,No,No,15,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,Yes,DSL,Yes,No,No,No,No,No
9107-UKCKY,No,Male,No,Yes,No,61,One year,Yes,Electronic check,79.8,4914.8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
9108-EJFJP,No,Female,No,Yes,No,1,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,No,DSL,Yes,Yes,No,No,No,No
9108-EQPNQ,No,Female,No,Yes,Yes,10,Two year,No,Credit card (automatic),26.1,225.55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9110-HSGTV,No,Female,No,No,No,69,Two year,Yes,Credit card (automatic),82.45,5555.3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
9112-WSNPU,No,Female,Sí,No,No,35,Month-to-month,No,Electronic check,70.55,2419.0,Yes,No,Fiber optic,No,No,No,No,No,No
9114-AAFQH,No,Female,No,Yes,No,48,One year,Yes,Electronic check,65.65,3094.65,Yes,No,DSL,No,Yes,Yes,No,No,Yes
9114-DPSIA,No,Male,No,Yes,Yes,72,Two year,No,Credit card (automatic),81.0,5750.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9114-VEPUF,No,Male,No,Yes,No,62,One year,No,Electronic check,96.1,6001.45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
9115-YQHGA,No,Male,No,No,No,40,Month-to-month,Yes,Electronic check,51.1,2092.9,Yes,No,DSL,No,No,No,Yes,No,No
9117-SHLZX,Yes,Male,No,No,No,1,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,No,DSL,No,No,No,No,No,No
9121-PHQSR,No,Male,Sí,Yes,No,16,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
9122-UMROB,No,Male,No,No,No,1,Month-to-month,No,Mailed check,20.3,20.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9124-LHCJQ,Yes,Female,No,No,No,1,Month-to-month,Yes,Mailed check,85.45,85.45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
9127-FHJBZ,No,Male,No,Yes,Yes,72,Two year,Yes,Electronic check,114.0,8093.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9127-QRZMH,No,Male,No,Yes,No,44,One year,Yes,Bank transfer (automatic),59.85,2603.95,Yes,No,DSL,Yes,Yes,No,Yes,No,No
9128-CPXKI,No,Female,No,No,No,59,Two year,No,Electronic check,95.8,5655.45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
9129-UXERG,No,Female,Sí,No,No,18,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
9133-AYJZG,No,Female,No,No,No,23,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
9134-CEQMF,Yes,Male,Sí,Yes,No,7,Month-to-month,Yes,Electronic check,89.5,676.7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
9134-WYRVP,No,Male,No,No,No,51,One year,No,Mailed check,86.35,4267.15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
9135-HSWOC,No,Male,No,Yes,Yes,64,Two year,Yes,Bank transfer (automatic),19.7,1274.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9135-MGVPY,No,Male,No,Yes,No,69,Two year,Yes,Mailed check,84.7,5878.9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9136-ALYBR,Yes,Male,No,No,No,1,Month-to-month,Yes,Mailed check,24.45,24.45,No,No phone service,DSL,No,No,No,No,No,No
9137-NOQKA,No,Male,Sí,No,No,2,Month-to-month,No,Electronic check,19.2,37.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9137-UIYPG,No,Female,No,Yes,Yes,35,Month-to-month,Yes,Electronic check,106.9,3756.45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9138-EFSMO,No,Male,No,Yes,Yes,26,One year,No,Bank transfer (automatic),78.95,2034.25,Yes,No,Fiber optic,No,No,No,No,No,Yes
9139-TWBAS,No,Female,No,Yes,No,26,One year,No,Bank transfer (automatic),47.85,1190.5,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No
9139-WQQDY,Yes,Female,No,Yes,Yes,49,One year,No,Mailed check,100.45,4941.8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
9140-CZQZZ,No,Female,No,Yes,No,68,Two year,Yes,Bank transfer (automatic),79.6,5515.8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
9142-KZXOP,No,Male,No,No,No,44,Month-to-month,No,Credit card (automatic),68.85,2958.95,Yes,No,Fiber optic,No,No,No,No,No,No
9142-XMYJH,No,Female,No,No,No,29,Month-to-month,No,Credit card (automatic),19.35,601.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9143-CANJF,No,Female,No,Yes,Yes,24,Month-to-month,No,Electronic check,55.15,1319.85,Yes,No,DSL,Yes,No,No,Yes,No,No
9146-JRIOX,No,Female,No,Yes,Yes,14,Month-to-month,No,Mailed check,25.55,372.45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9150-HEPMB,No,Male,No,No,No,56,One year,No,Mailed check,52.7,3019.7,Yes,No,DSL,Yes,No,Yes,No,No,No
9150-KPBJQ,No,Female,No,No,No,6,Two year,No,Credit card (automatic),19.65,116.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9152-AMKAK,No,Male,No,No,No,6,Two year,Yes,Mailed check,80.25,493.4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
9153-BTBVV,No,Female,No,Yes,No,71,Two year,No,Bank transfer (automatic),25.0,1753.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9154-QDGTH,No,Male,No,Yes,Yes,43,One year,Yes,Credit card (automatic),104.3,4451.85,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9158-VCTQB,Yes,Female,No,Yes,No,41,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9163-GHAYE,No,Female,No,No,No,15,Month-to-month,No,Electronic check,48.85,736.8,Yes,No,DSL,No,Yes,No,No,No,No
9167-APMXZ,No,Female,No,No,No,22,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
9168-INPSZ,No,Female,Sí,Yes,No,44,Month-to-month,No,Electronic check,104.15,4495.65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
9169-BSVIN,No,Male,No,No,No,12,Month-to-month,No,Bank transfer (automatic),74.75,827.05,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
9170-ARBTB,No,Female,No,Yes,Yes,52,One year,No,Credit card (automatic),19.6,1012.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9170-CCKOU,Yes,Male,No,Yes,No,17,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
9170-GYZJC,Yes,Female,No,Yes,Yes,41,Month-to-month,No,Credit card (automatic),79.9,3326.2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9172-ANCRX,Yes,Female,No,No,No,10,Month-to-month,Yes,Electronic check,98.7,973.25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
9172-JITSM,Yes,Female,No,Yes,Yes,26,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
9173-IVZVP,No,Female,No,Yes,Yes,53,Two year,No,Mailed check,20.9,1146.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9174-FKWZE,Yes,Female,Sí,No,No,1,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9174-IHETN,No,Female,No,No,Yes,50,Two year,No,Credit card (automatic),70.35,3533.6,Yes,No,Fiber optic,No,No,No,No,No,No
9178-JHUVJ,No,Male,No,Yes,Yes,24,Two year,Yes,Bank transfer (automatic),24.1,587.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9184-GALIL,No,Female,No,Yes,Yes,38,Month-to-month,No,Mailed check,20.45,781.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9185-TQCVP,Yes,Male,No,Yes,No,14,Month-to-month,Yes,Electronic check,85.15,1139.2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
9189-JWSHV,Yes,Female,Sí,Yes,No,24,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
9190-MFJLN,Yes,Male,Sí,No,No,19,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
9191-MYQKX,Yes,Female,No,Yes,No,7,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,No,Fiber optic,No,No,Yes,No,No,No
9194-GFVOI,No,Female,No,Yes,No,42,Two year,No,Credit card (automatic),84.35,3571.6,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
9199-PWQVC,No,Female,No,Yes,No,63,One year,Yes,Credit card (automatic),79.7,4786.15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes
9200-NLNPD,No,Male,No,Yes,No,56,One year,Yes,Bank transfer (automatic),54.05,2959.8,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
9206-GVPEQ,Yes,Male,No,Yes,No,13,Month-to-month,Yes,Electronic check,54.45,706.85,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes
9207-ZPANB,No,Male,No,No,No,37,One year,No,Electronic check,67.45,2443.3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
9208-OLGAQ,No,Female,Sí,No,No,18,Month-to-month,Yes,Electronic check,84.95,1443.65,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
9209-NWPGU,No,Male,No,No,No,44,One year,No,Electronic check,65.4,2774.55,Yes,No,DSL,Yes,No,No,Yes,Yes,No
9210-IAHGH,Yes,Female,No,No,No,7,Month-to-month,Yes,Credit card (automatic),70.75,450.8,Yes,No,DSL,No,No,No,Yes,Yes,Yes
9214-EKVXR,No,Female,No,No,No,1,Month-to-month,Yes,Mailed check,44.0,44.0,Yes,No,DSL,No,No,No,No,No,No
9220-CXRSC,No,Female,No,Yes,Yes,69,Two year,No,Credit card (automatic),61.4,4059.85,Yes,Yes,DSL,Yes,No,No,Yes,No,No
9220-ZNKJI,No,Female,Sí,Yes,No,55,Two year,No,Credit card (automatic),88.8,4805.3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No
9221-OTIVJ,Yes,Female,Sí,No,No,14,Month-to-month,Yes,Electronic check,104.85,1531.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9223-UCPVT,Yes,Female,No,No,No,1,Month-to-month,No,Electronic check,94.4,94.4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
9224-VTYID,No,Male,No,Yes,Yes,47,Two year,Yes,Mailed check,90.5,4318.35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9225-BZLNZ,No,Male,No,Yes,No,72,Two year,Yes,Electronic check,85.25,6083.1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
